krs,name,hasc_2,bundesland,centr_lon,centr_lat,x_epsg5243,y_epsg5243,total_area_epsg5243
03157,Peine,DE.NI.PI,Niedersachsen,10.25528776872511,52.304191373259606,-16680.728366759642,144998.55975368447,535526699.12325305
03158,Wolfenbüttel,DE.NI.WB,Niedersachsen,10.583953746277327,52.12699755178782,5730.897404294412,125280.53137518062,723177858.4318019
03241,Region Hannover,DE.NI.HA,Niedersachsen,9.71979899025551,52.42193708352299,-53034.74085622116,158340.91795015417,2294200832.3726883
03251,Diepholz,DE.NI.DE,Niedersachsen,8.70179908606548,52.72848578605295,-121441.861300987,193613.7874496726,1988365865.3756282
03252,Hameln-Pyrmont,DE.NI.HP,Niedersachsen,9.389895471845476,52.09513819908353,-76013.79503119261,122300.77676127278,796696866.2762642
03254,Hildesheim,DE.NI.HH,Niedersachsen,9.943480987410123,52.09021903011694,-38115.87691951995,121319.80567400079,1205657722.8935618
03255,Holzminden,DE.NI.HZ,Niedersachsen,9.551402722959988,51.880632556033724,-65270.80512675227,98297.4888406865,693294463.7142413
03256,Nienburg (Weser),DE.NI.NE,Niedersachsen,9.114312909944204,52.60922284087261,-93837.85446923938,179759.94416675184,1399541465.9998913
03257,Schaumburg,DE.NI.SH,Niedersachsen,9.206561977072147,52.29279237211035,-88187.38480366845,144476.35028298624,675212573.036856
03351,Celle,DE.NI.CL,Niedersachsen,10.10356618045684,52.71334318484365,-26771.934104991415,190533.02685690523,1548115503.1781244
03352,Cuxhaven,DE.NI.CX,Niedersachsen,8.812382389300103,53.6165865190056,-111692.633446019,292208.3792445208,2058213840.4029455
03353,Harburg,DE.NI.HR,Niedersachsen,9.96273885730883,53.31577338851021,-35799.2080553329,257623.1495398506,1248292854.8881676
03354,Lüchow-Dannenberg,DE.NI.LD,Niedersachsen,11.122919827680029,53.01987172760233,41792.18258903162,224745.74443183368,1225391051.178699
03355,Lüneburg,DE.NI.LN,Niedersachsen,10.573256834641004,53.23257533921606,4874.811803350729,248253.88648234002,1326270403.6836538
03356,Osterholz,DE.NI.OT,Niedersachsen,8.808080891140092,53.251006719857614,-112884.1692503627,251580.17329644773,652834460.0661438
