,IdBundesland,Bundesland,Landkreis,Altersgruppe,Geschlecht,AnzahlFall,AnzahlTodesfall,ObjectId,Meldedatum,IdLandkreis,Datenstand
189,1,Schleswig-Holstein,LK Rendsburg-Eckernförde,A60-A79,W,1,0,163589,2020-03-13 00:00:00+00:00,1058,2020-03-22
190,1,Schleswig-Holstein,LK Rendsburg-Eckernförde,A60-A79,W,1,0,163590,2020-03-17 00:00:00+00:00,1058,2020-03-22
191,1,Schleswig-Holstein,LK Rendsburg-Eckernförde,A60-A79,W,1,0,163591,2020-03-18 00:00:00+00:00,1058,2020-03-22
192,1,Schleswig-Holstein,LK Rendsburg-Eckernförde,A60-A79,W,1,0,163592,2020-03-20 00:00:00+00:00,1058,2020-03-22
193,1,Schleswig-Holstein,LK Rendsburg-Eckernförde,A80+,W,1,0,163593,2020-03-19 00:00:00+00:00,1058,2020-03-22
194,1,Schleswig-Holstein,LK Schleswig-Flensburg,A05-A14,M,2,0,163594,2020-03-15 00:00:00+00:00,1059,2020-03-22
195,1,Schleswig-Holstein,LK Schleswig-Flensburg,A05-A14,M,1,0,163595,2020-03-17 00:00:00+00:00,1059,2020-03-22
196,1,Schleswig-Holstein,LK Schleswig-Flensburg,A05-A14,W,1,0,163596,2020-03-15 00:00:00+00:00,1059,2020-03-22
197,1,Schleswig-Holstein,LK Schleswig-Flensburg,A15-A34,W,1,0,163597,2020-03-16 00:00:00+00:00,1059,2020-03-22
198,1,Schleswig-Holstein,LK Schleswig-Flensburg,A35-A59,M,1,0,163598,2020-03-11 00:00:00+00:00,1059,2020-03-22
199,1,Schleswig-Holstein,LK Schleswig-Flensburg,A35-A59,M,2,0,163599,2020-03-12 00:00:00+00:00,1059,2020-03-22
200,1,Schleswig-Holstein,LK Schleswig-Flensburg,A35-A59,M,2,0,163600,2020-03-13 00:00:00+00:00,1059,2020-03-22
